Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
middle-aged,Pune,30k-50k,71,75,89167,TVS,1
old,Chennai,90k-110k,63,81,97010,Suzuki,0
old,Kolkata,70k-90k,77,64,111850,Bajaj,0
young,Bangalore,90k-110k,70,78,72511,Suzuki,0
old,Mumbai,50k-70k,36,95,165292,Kawasaki,1
young,Pune,70k-90k,60,80,190320,Mahindra,0
middle-aged,Hyderabad,70k-90k,46,115,53422,Mahindra,0
middle-aged,Bangalore,90k-110k,46,125,79036,Hero,1
middle-aged,Delhi,30k-50k,47,108,60939,Hero,1
middle-aged,Bangalore,30k-50k,52,112,48512,Royal Enfield,0
middle-aged,Hyderabad,90k-110k,67,102,124206,Bajaj,1
young,Mumbai,70k-90k,57,51,133367,Honda,1
middle-aged,Delhi,50k-70k,56,117,118329,Suzuki,0
young,Chennai,30k-50k,39,63,182570,Suzuki,0
middle-aged,Hyderabad,30k-50k,36,59,60059,TVS,0
young,Delhi,50k-70k,75,91,123064,Hero,1
young,Kolkata,30k-50k,53,55,151408,KTM,1
young,Mumbai,90k-110k,61,79,78017,Hero,0
old,Kolkata,70k-90k,53,65,123720,Honda,1
young,Bangalore,30k-50k,54,105,45750,Suzuki,0
young,Chennai,50k-70k,52,107,120120,KTM,1
middle-aged,Mumbai,90k-110k,51,86,105892,Hero,1
young,Chennai,90k-110k,55,95,57703,Kawasaki,0
young,Pune,90k-110k,43,82,46251,Bajaj,0
old,Mumbai,90k-110k,68,58,157050,KTM,1
middle-aged,Hyderabad,70k-90k,51,117,103567,TVS,1
old,Kolkata,90k-110k,48,95,178693,Kawasaki,1
old,Bangalore,90k-110k,62,71,136889,KTM,1
old,Delhi,90k-110k,68,52,57231,KTM,1
young,Ahmedabad,50k-70k,44,107,185779,Suzuki,0
old,Ahmedabad,50k-70k,51,83,104032,KTM,0
old,Chennai,50k-70k,37,79,161265,Bajaj,1
middle-aged,Mumbai,50k-70k,64,56,173632,TVS,1
middle-aged,Mumbai,30k-50k,78,64,59261,Yamaha,1
middle-aged,Pune,90k-110k,66,111,81420,Yamaha,0
middle-aged,Chennai,30k-50k,71,87,185707,Suzuki,0
old,Delhi,30k-50k,59,106,161919,Yamaha,1
middle-aged,Bangalore,30k-50k,41,112,89853,Yamaha,0
young,Mumbai,70k-90k,36,77,183471,Kawasaki,0
old,Ahmedabad,90k-110k,55,126,49409,Hero,0
middle-aged,Mumbai,90k-110k,76,67,111005,Royal Enfield,0
old,Chennai,30k-50k,45,81,68226,Royal Enfield,0
middle-aged,Chennai,50k-70k,41,85,104071,Honda,0
old,Mumbai,70k-90k,41,83,124738,TVS,1
middle-aged,Mumbai,30k-50k,67,124,70572,KTM,1
young,Pune,30k-50k,42,124,183593,TVS,1
middle-aged,Mumbai,70k-90k,56,77,154545,Hero,1
old,Kolkata,30k-50k,49,106,139042,KTM,0
old,Mumbai,90k-110k,73,65,79790,Kawasaki,0
young,Bangalore,50k-70k,44,89,123622,Kawasaki,0
old,Bangalore,50k-70k,60,113,155695,KTM,0
young,Hyderabad,50k-70k,58,104,72552,Kawasaki,0
old,Pune,50k-70k,75,101,99797,Suzuki,1
old,Delhi,30k-50k,70,61,165906,Honda,0
young,Chennai,50k-70k,75,108,103980,Honda,1
old,Delhi,30k-50k,57,87,85548,Hero,1
old,Mumbai,90k-110k,64,92,117273,Hero,1
young,Chennai,30k-50k,46,105,124141,Kawasaki,1
middle-aged,Mumbai,30k-50k,68,61,131212,Kawasaki,0
young,Chennai,30k-50k,59,91,175301,KTM,1
old,Pune,70k-90k,75,117,70425,TVS,0
middle-aged,Hyderabad,70k-90k,72,87,121061,Honda,1
middle-aged,Kolkata,70k-90k,68,125,98078,TVS,0
middle-aged,Ahmedabad,90k-110k,42,110,182579,KTM,0
young,Hyderabad,50k-70k,35,92,162211,Mahindra,0
middle-aged,Kolkata,30k-50k,55,76,45312,KTM,0
middle-aged,Kolkata,30k-50k,45,106,145387,Suzuki,0
middle-aged,Hyderabad,50k-70k,72,68,52572,KTM,0
old,Pune,70k-90k,45,97,157012,Royal Enfield,1
young,Hyderabad,90k-110k,62,102,102481,KTM,1
young,Delhi,30k-50k,63,98,68143,TVS,0
old,Chennai,50k-70k,50,107,137476,TVS,1
middle-aged,Delhi,70k-90k,53,77,73362,KTM,1
old,Ahmedabad,90k-110k,60,68,184824,Royal Enfield,1
old,Chennai,50k-70k,35,122,156113,TVS,1
middle-aged,Ahmedabad,50k-70k,39,90,99355,TVS,0
middle-aged,Ahmedabad,30k-50k,53,82,57406,Bajaj,1
young,Mumbai,90k-110k,36,75,113224,Bajaj,0
middle-aged,Ahmedabad,90k-110k,45,120,129350,Kawasaki,0
old,Kolkata,70k-90k,75,79,143318,Yamaha,1
old,Kolkata,70k-90k,70,113,147376,KTM,0
middle-aged,Chennai,30k-50k,77,79,61157,Yamaha,0
young,Delhi,90k-110k,48,77,163119,Suzuki,1
old,Delhi,70k-90k,44,85,152241,Yamaha,0
middle-aged,Bangalore,90k-110k,61,67,155860,Hero,0
young,Kolkata,50k-70k,69,99,195791,Bajaj,0
young,Kolkata,50k-70k,64,65,100174,Mahindra,1
old,Delhi,50k-70k,54,108,55009,TVS,1
old,Kolkata,90k-110k,60,68,184824,Royal Enfield,0
young,Delhi,30k-50k,69,100,147399,Hero,1
young,Bangalore,70k-90k,54,91,116894,TVS,1
young,Chennai,30k-50k,36,60,106224,Royal Enfield,0
middle-aged,Ahmedabad,30k-50k,41,99,52381,KTM,0
old,Chennai,30k-50k,55,86,189818,Yamaha,0
young,Bangalore,30k-50k,66,77,130373,Mahindra,0
old,Kolkata,70k-90k,55,127,116833,Yamaha,1
old,Hyderabad,50k-70k,40,103,143404,Honda,0
old,Mumbai,50k-70k,74,76,128274,Royal Enfield,0
young,Kolkata,50k-70k,77,127,70613,Hero,0
middle-aged,Ahmedabad,90k-110k,39,123,107230,Honda,0
young,Delhi,90k-110k,52,59,146302,Mahindra,0
old,Pune,70k-90k,51,111,192362,Bajaj,1
young,Ahmedabad,70k-90k,70,108,70962,Mahindra,0
young,Mumbai,70k-90k,41,56,64842,KTM,1
old,Bangalore,50k-70k,56,118,48001,Yamaha,0
old,Chennai,70k-90k,78,72,160361,Hero,0
young,Chennai,50k-70k,42,107,102032,Bajaj,1
young,Hyderabad,50k-70k,63,81,97010,Suzuki,0
young,Kolkata,30k-50k,51,105,82333,KTM,0
young,Chennai,90k-110k,46,56,193105,Suzuki,1
middle-aged,Ahmedabad,90k-110k,67,92,86249,Suzuki,0
young,Kolkata,70k-90k,48,70,166002,Bajaj,1
middle-aged,Hyderabad,30k-50k,44,102,61772,Royal Enfield,1
old,Hyderabad,70k-90k,49,59,77785,TVS,1
middle-aged,Delhi,70k-90k,77,106,143525,Yamaha,0
old,Delhi,90k-110k,57,90,73483,Bajaj,0
middle-aged,Bangalore,30k-50k,45,117,101609,Mahindra,0
old,Pune,70k-90k,49,102,119020,TVS,0
young,Delhi,70k-90k,78,78,55600,Honda,1
middle-aged,Kolkata,70k-90k,57,53,151338,Royal Enfield,0
middle-aged,Chennai,50k-70k,43,96,188378,Yamaha,1
old,Delhi,90k-110k,64,97,82744,TVS,0
old,Delhi,50k-70k,40,53,79863,Yamaha,1
middle-aged,Kolkata,70k-90k,56,88,121597,KTM,1
old,Hyderabad,30k-50k,75,126,99612,Royal Enfield,1
young,Delhi,50k-70k,56,69,188575,KTM,0
middle-aged,Chennai,50k-70k,58,91,154740,Yamaha,1
young,Pune,70k-90k,69,81,61939,Yamaha,0
middle-aged,Chennai,50k-70k,74,111,114871,Suzuki,1
young,Hyderabad,30k-50k,59,61,129973,Yamaha,0
middle-aged,Pune,30k-50k,48,87,158426,Suzuki,0
old,Chennai,90k-110k,60,62,98362,Mahindra,0
middle-aged,Ahmedabad,90k-110k,61,82,86942,Royal Enfield,0
young,Ahmedabad,30k-50k,38,88,169155,Hero,0
middle-aged,Hyderabad,30k-50k,37,92,61920,Yamaha,0
young,Chennai,50k-70k,40,96,175637,Mahindra,0
young,Mumbai,90k-110k,35,81,183294,KTM,0
young,Hyderabad,50k-70k,74,84,147064,Mahindra,0
old,Chennai,30k-50k,58,93,89798,Yamaha,0
middle-aged,Hyderabad,90k-110k,67,107,51373,Royal Enfield,0
young,Hyderabad,50k-70k,73,86,159981,TVS,0
old,Mumbai,90k-110k,46,96,160912,Honda,0
young,Chennai,70k-90k,78,53,185203,Honda,1
middle-aged,Hyderabad,70k-90k,59,76,132553,Bajaj,0
old,Hyderabad,70k-90k,43,77,92733,KTM,1
young,Chennai,70k-90k,68,119,145925,Yamaha,1
young,Kolkata,70k-90k,43,64,133792,Royal Enfield,1
young,Pune,90k-110k,47,53,69395,Kawasaki,1
middle-aged,Chennai,30k-50k,76,122,89802,Hero,0
old,Delhi,50k-70k,52,50,113306,Kawasaki,0
old,Chennai,30k-50k,74,103,61948,KTM,0
old,Ahmedabad,30k-50k,74,111,180262,Honda,1
young,Bangalore,30k-50k,77,62,82889,Mahindra,0
old,Ahmedabad,50k-70k,45,118,181925,Suzuki,0
young,Kolkata,70k-90k,53,56,106999,Royal Enfield,1
middle-aged,Kolkata,90k-110k,67,110,66228,Royal Enfield,1
old,Chennai,90k-110k,45,127,184073,Bajaj,0
young,Bangalore,30k-50k,49,78,130713,Honda,1
old,Hyderabad,90k-110k,63,89,45868,Yamaha,1
old,Pune,50k-70k,35,117,149586,Bajaj,1
middle-aged,Chennai,30k-50k,53,66,175204,KTM,1
old,Delhi,50k-70k,56,68,104261,Bajaj,1
middle-aged,Hyderabad,30k-50k,57,86,127049,Suzuki,1
old,Kolkata,70k-90k,63,116,106182,Hero,1
old,Hyderabad,90k-110k,73,107,87019,KTM,1
old,Kolkata,90k-110k,37,57,48761,TVS,0
old,Pune,50k-70k,78,99,63937,TVS,1
old,Bangalore,90k-110k,76,63,111381,TVS,1
old,Mumbai,30k-50k,73,126,119622,KTM,0
middle-aged,Pune,70k-90k,63,107,114192,Hero,0
middle-aged,Bangalore,90k-110k,43,74,169758,TVS,1
young,Ahmedabad,70k-90k,65,119,199915,Yamaha,1
old,Hyderabad,50k-70k,64,119,167199,Hero,0
middle-aged,Delhi,70k-90k,72,115,165943,Yamaha,0
old,Bangalore,90k-110k,47,54,135627,Honda,1
old,Pune,90k-110k,67,96,189417,Mahindra,1
middle-aged,Mumbai,50k-70k,42,110,122858,KTM,0
old,Hyderabad,50k-70k,36,108,90940,Mahindra,1
middle-aged,Delhi,70k-90k,36,107,180817,Kawasaki,1
middle-aged,Delhi,70k-90k,36,77,183471,Kawasaki,0
young,Ahmedabad,50k-70k,64,83,54599,Hero,0
young,Mumbai,90k-110k,36,59,60059,TVS,1
young,Ahmedabad,70k-90k,73,98,138202,Mahindra,1
young,Chennai,50k-70k,35,87,117601,Yamaha,0
old,Bangalore,70k-90k,54,74,178275,Hero,1
old,Pune,50k-70k,53,118,159631,Royal Enfield,1
young,Delhi,90k-110k,43,75,148180,Royal Enfield,1
middle-aged,Pune,70k-90k,65,111,102876,TVS,1
middle-aged,Bangalore,70k-90k,75,101,189093,Kawasaki,0
middle-aged,Hyderabad,30k-50k,61,84,178819,KTM,1
middle-aged,Mumbai,30k-50k,39,52,194534,Kawasaki,1
old,Ahmedabad,90k-110k,59,96,184749,Kawasaki,0
middle-aged,Kolkata,50k-70k,72,94,77734,Mahindra,1
middle-aged,Mumbai,30k-50k,72,81,86462,Honda,1
young,Bangalore,30k-50k,65,66,145551,Yamaha,0
middle-aged,Delhi,90k-110k,63,80,159158,Kawasaki,0
old,Hyderabad,50k-70k,69,83,186326,Hero,0
middle-aged,Bangalore,90k-110k,35,94,65274,Yamaha,1
middle-aged,Hyderabad,70k-90k,50,72,77439,Suzuki,1
old,Kolkata,70k-90k,67,123,44727,Royal Enfield,0
young,Delhi,50k-70k,47,64,187084,Honda,1
old,Hyderabad,30k-50k,48,86,122097,Royal Enfield,0
young,Kolkata,90k-110k,49,111,167637,Royal Enfield,1
middle-aged,Hyderabad,90k-110k,47,118,121707,Hero,1
young,Chennai,70k-90k,55,110,85340,Royal Enfield,0
young,Pune,90k-110k,40,69,82967,TVS,1
young,Mumbai,30k-50k,57,125,152237,Royal Enfield,0
middle-aged,Chennai,50k-70k,74,107,66551,Hero,1
young,Bangalore,90k-110k,69,101,146658,TVS,1
young,Ahmedabad,30k-50k,51,111,192362,Bajaj,1
middle-aged,Chennai,50k-70k,49,50,55528,Honda,1
old,Mumbai,90k-110k,70,107,57285,KTM,1
old,Delhi,90k-110k,73,110,122608,TVS,0
old,Pune,50k-70k,40,71,46765,Mahindra,0
middle-aged,Kolkata,90k-110k,65,119,124981,Hero,1
middle-aged,Hyderabad,90k-110k,48,114,82314,Mahindra,0
old,Ahmedabad,90k-110k,57,75,45132,Hero,1
young,Delhi,70k-90k,47,107,185519,Yamaha,0
old,Pune,50k-70k,73,106,151157,KTM,1
middle-aged,Chennai,70k-90k,42,78,97517,Yamaha,0
young,Bangalore,50k-70k,65,55,61790,Hero,1
young,Chennai,70k-90k,62,51,150601,Honda,0
middle-aged,Mumbai,90k-110k,73,120,186182,Mahindra,0
young,Mumbai,30k-50k,57,109,118804,Yamaha,1
old,Bangalore,50k-70k,43,67,64422,Yamaha,0
middle-aged,Pune,30k-50k,78,79,191531,Bajaj,1
middle-aged,Delhi,50k-70k,69,69,98213,KTM,0
middle-aged,Hyderabad,50k-70k,57,70,45102,Hero,1
middle-aged,Hyderabad,90k-110k,75,52,121924,KTM,0
young,Mumbai,50k-70k,43,82,46251,Bajaj,1
middle-aged,Mumbai,90k-110k,42,80,104848,Yamaha,1
middle-aged,Bangalore,90k-110k,38,56,71818,Yamaha,1
young,Delhi,90k-110k,60,125,190115,Suzuki,0
middle-aged,Ahmedabad,70k-90k,50,116,88999,Honda,1
young,Ahmedabad,70k-90k,47,78,140213,Bajaj,0
young,Chennai,90k-110k,41,118,159577,Hero,0
middle-aged,Kolkata,30k-50k,35,100,65058,Honda,1
old,Bangalore,30k-50k,66,61,58016,Honda,1
middle-aged,Delhi,50k-70k,62,120,194853,TVS,0
old,Kolkata,30k-50k,55,55,87463,Kawasaki,1
young,Hyderabad,50k-70k,45,117,60091,Kawasaki,1
old,Bangalore,50k-70k,60,57,183490,Suzuki,1
middle-aged,Chennai,50k-70k,68,85,45894,Honda,1
middle-aged,Chennai,70k-90k,71,122,70470,TVS,0
old,Delhi,90k-110k,38,71,178028,Honda,1
middle-aged,Delhi,30k-50k,39,53,154379,Bajaj,1
old,Chennai,90k-110k,59,113,91965,Honda,1
young,Chennai,90k-110k,55,91,155654,Bajaj,0
old,Bangalore,70k-90k,77,50,83023,KTM,0
old,Pune,50k-70k,52,110,146320,Yamaha,0
old,Hyderabad,90k-110k,63,116,106182,Hero,0
old,Pune,50k-70k,78,62,163217,TVS,0
young,Delhi,70k-90k,50,123,85787,Hero,1
young,Kolkata,90k-110k,51,101,112936,Honda,0
young,Chennai,30k-50k,59,61,96870,Royal Enfield,0
old,Kolkata,90k-110k,76,67,48134,Royal Enfield,1
young,Delhi,70k-90k,58,92,81067,Honda,1
middle-aged,Hyderabad,70k-90k,35,58,135655,KTM,1
young,Delhi,90k-110k,37,79,76222,Honda,1
old,Mumbai,30k-50k,78,118,144061,Kawasaki,1
middle-aged,Chennai,50k-70k,58,61,163753,Yamaha,0
old,Hyderabad,90k-110k,51,67,103052,Suzuki,0
middle-aged,Pune,90k-110k,74,122,168476,Hero,1
old,Pune,30k-50k,48,119,138977,Yamaha,0
old,Ahmedabad,30k-50k,49,125,187360,TVS,1
middle-aged,Delhi,70k-90k,54,95,65576,KTM,0
young,Delhi,50k-70k,60,62,174546,Mahindra,0
middle-aged,Chennai,50k-70k,75,91,123064,Hero,1
middle-aged,Mumbai,90k-110k,53,77,73362,KTM,1
middle-aged,Mumbai,50k-70k,38,80,194616,Suzuki,0
middle-aged,Mumbai,70k-90k,36,108,118554,TVS,0
middle-aged,Mumbai,70k-90k,57,86,127049,Suzuki,0
old,Hyderabad,30k-50k,74,98,77583,Mahindra,0
old,Bangalore,30k-50k,46,121,53472,Yamaha,1
young,Chennai,70k-90k,62,91,137464,Kawasaki,1
young,Chennai,30k-50k,64,57,44148,Bajaj,1
middle-aged,Chennai,70k-90k,36,73,160211,KTM,1
young,Hyderabad,30k-50k,51,77,104091,Royal Enfield,1
young,Pune,90k-110k,75,56,136244,Honda,1
middle-aged,Hyderabad,50k-70k,51,106,77481,Suzuki,0
old,Mumbai,70k-90k,51,62,100747,Mahindra,1
old,Mumbai,30k-50k,50,97,160088,Mahindra,0
young,Pune,70k-90k,46,80,128294,Suzuki,1
old,Ahmedabad,90k-110k,40,116,149585,KTM,1
old,Hyderabad,70k-90k,56,90,122210,Yamaha,1
young,Pune,30k-50k,59,76,56834,Royal Enfield,1
middle-aged,Delhi,30k-50k,61,53,149156,Bajaj,0
young,Bangalore,70k-90k,62,97,56975,Mahindra,0
young,Pune,70k-90k,72,114,104645,KTM,1
young,Chennai,30k-50k,49,110,69020,KTM,1
middle-aged,Bangalore,90k-110k,78,64,72477,Hero,0
middle-aged,Hyderabad,90k-110k,49,50,112681,TVS,1
middle-aged,Pune,90k-110k,47,91,177595,Yamaha,0
middle-aged,Ahmedabad,50k-70k,57,105,131876,Suzuki,0
young,Chennai,50k-70k,50,95,109421,Hero,0
old,Mumbai,50k-70k,72,118,118191,Bajaj,0
young,Hyderabad,70k-90k,60,91,185280,Royal Enfield,0
middle-aged,Mumbai,50k-70k,54,125,180149,Kawasaki,1
old,Chennai,70k-90k,46,62,66763,TVS,0
young,Ahmedabad,90k-110k,69,69,98213,KTM,0
old,Kolkata,30k-50k,39,89,151990,Royal Enfield,0
middle-aged,Hyderabad,50k-70k,53,124,157884,Honda,0
old,Mumbai,30k-50k,45,120,129350,Kawasaki,0
old,Ahmedabad,50k-70k,56,75,74844,Kawasaki,1
middle-aged,Ahmedabad,50k-70k,63,94,99654,Suzuki,1
old,Delhi,30k-50k,65,119,124981,Hero,0
young,Pune,90k-110k,71,60,73332,Kawasaki,1
old,Mumbai,90k-110k,50,109,113687,Honda,1
young,Delhi,90k-110k,42,109,170865,Suzuki,0
old,Ahmedabad,30k-50k,56,65,192510,Hero,1
old,Bangalore,70k-90k,59,84,102418,Kawasaki,1
middle-aged,Hyderabad,30k-50k,71,113,140748,Honda,1
middle-aged,Mumbai,70k-90k,57,53,95616,TVS,1
young,Pune,90k-110k,52,108,162066,Kawasaki,0
middle-aged,Mumbai,70k-90k,43,67,86321,Honda,1
middle-aged,Pune,90k-110k,55,124,156328,Hero,0
middle-aged,Bangalore,90k-110k,59,96,184749,Kawasaki,1
middle-aged,Pune,90k-110k,54,110,179653,Kawasaki,0
middle-aged,Delhi,90k-110k,35,59,171173,Yamaha,1
young,Kolkata,30k-50k,60,91,72024,Hero,0
young,Hyderabad,50k-70k,76,90,144417,Mahindra,0
middle-aged,Pune,50k-70k,45,108,143083,Hero,0
middle-aged,Hyderabad,50k-70k,39,120,155915,Yamaha,1
young,Pune,30k-50k,43,66,125741,KTM,0
old,Hyderabad,90k-110k,78,65,195761,Kawasaki,1
young,Delhi,90k-110k,38,59,51942,Kawasaki,1
old,Ahmedabad,90k-110k,75,52,117438,TVS,0
middle-aged,Hyderabad,50k-70k,38,113,149509,KTM,1
middle-aged,Chennai,90k-110k,45,68,68561,Royal Enfield,0
young,Chennai,70k-90k,37,113,129435,KTM,0
middle-aged,Chennai,30k-50k,42,115,138937,Mahindra,1
old,Pune,90k-110k,60,95,90737,Suzuki,0
old,Bangalore,90k-110k,71,91,192645,Mahindra,1
young,Delhi,90k-110k,60,68,171818,Royal Enfield,1
old,Pune,70k-90k,78,98,146944,TVS,0
young,Hyderabad,90k-110k,62,55,46147,Honda,0
young,Mumbai,50k-70k,75,54,124771,Mahindra,1
old,Pune,90k-110k,78,51,90553,Yamaha,0
old,Chennai,50k-70k,51,75,66259,Bajaj,1
old,Delhi,50k-70k,45,99,53505,Kawasaki,0
old,Mumbai,90k-110k,40,127,83267,Mahindra,1
old,Ahmedabad,70k-90k,67,52,82032,Honda,1
old,Delhi,50k-70k,67,93,63996,Suzuki,1
old,Bangalore,90k-110k,62,90,119432,Suzuki,1
middle-aged,Chennai,90k-110k,65,83,195969,Kawasaki,1
young,Kolkata,70k-90k,35,104,144025,Bajaj,1
young,Pune,90k-110k,36,104,140090,Royal Enfield,0
old,Hyderabad,30k-50k,65,98,77697,Bajaj,1
young,Chennai,30k-50k,35,60,154494,Bajaj,1
old,Chennai,30k-50k,46,102,134925,TVS,0
middle-aged,Bangalore,90k-110k,55,76,45312,KTM,1
young,Mumbai,50k-70k,70,115,94390,KTM,1
young,Chennai,70k-90k,63,109,83710,Yamaha,0
middle-aged,Mumbai,90k-110k,70,73,54532,KTM,0
middle-aged,Mumbai,50k-70k,59,104,64002,TVS,0
middle-aged,Bangalore,90k-110k,60,66,142662,Kawasaki,0
young,Chennai,30k-50k,70,114,99186,Royal Enfield,1
young,Pune,30k-50k,71,60,162724,Kawasaki,1
middle-aged,Bangalore,50k-70k,75,103,176915,Bajaj,1
middle-aged,Bangalore,50k-70k,42,53,159377,Hero,0
middle-aged,Kolkata,50k-70k,48,70,166002,Bajaj,0
middle-aged,Pune,70k-90k,63,123,192424,Mahindra,0
middle-aged,Bangalore,50k-70k,63,107,115017,Yamaha,1
old,Kolkata,30k-50k,40,55,86215,Kawasaki,0
middle-aged,Ahmedabad,30k-50k,56,110,171904,Yamaha,1
old,Mumbai,70k-90k,66,87,109867,KTM,1
young,Pune,90k-110k,78,78,55600,Honda,0
young,Pune,50k-70k,58,70,90705,Royal Enfield,1
old,Mumbai,70k-90k,60,89,85476,Hero,1
middle-aged,Ahmedabad,90k-110k,76,78,147107,Hero,1
young,Delhi,90k-110k,64,91,125110,Royal Enfield,1
middle-aged,Pune,50k-70k,76,84,94468,KTM,0
middle-aged,Ahmedabad,30k-50k,36,77,183471,Kawasaki,0
old,Hyderabad,50k-70k,57,90,73483,Bajaj,0
young,Delhi,50k-70k,57,75,45132,Hero,1
young,Mumbai,30k-50k,57,53,191478,Kawasaki,0
old,Chennai,30k-50k,55,127,101480,Kawasaki,1
middle-aged,Delhi,30k-50k,56,109,155301,Bajaj,1
middle-aged,Bangalore,90k-110k,68,90,118723,Hero,0
young,Pune,90k-110k,77,62,82889,Mahindra,1
old,Hyderabad,50k-70k,76,50,73048,Bajaj,1
old,Delhi,70k-90k,42,96,71843,Kawasaki,0
middle-aged,Pune,50k-70k,52,107,120120,KTM,0
middle-aged,Mumbai,70k-90k,72,67,108068,Bajaj,1
old,Chennai,50k-70k,64,127,173188,Yamaha,1
young,Ahmedabad,50k-70k,64,53,72343,Suzuki,1
middle-aged,Mumbai,50k-70k,53,52,69761,Hero,1
old,Ahmedabad,90k-110k,65,117,68976,Suzuki,0
old,Chennai,50k-70k,48,114,170406,Suzuki,0
old,Ahmedabad,70k-90k,47,66,81201,Honda,1
young,Pune,90k-110k,64,67,199223,Mahindra,0
middle-aged,Delhi,50k-70k,70,51,107753,Yamaha,0
middle-aged,Bangalore,30k-50k,45,78,199049,Royal Enfield,0
middle-aged,Bangalore,90k-110k,78,51,90553,Yamaha,0
young,Ahmedabad,30k-50k,60,102,146391,Yamaha,0
middle-aged,Ahmedabad,50k-70k,52,71,92002,KTM,0
middle-aged,Ahmedabad,70k-90k,62,91,137464,Kawasaki,1
middle-aged,Mumbai,30k-50k,74,100,80613,Yamaha,0
middle-aged,Pune,30k-50k,53,68,81180,Honda,0
young,Chennai,90k-110k,64,76,186897,Bajaj,1
old,Ahmedabad,30k-50k,43,100,140651,Hero,0
old,Delhi,50k-70k,47,56,75673,TVS,0
middle-aged,Hyderabad,90k-110k,50,107,164938,Hero,1
middle-aged,Ahmedabad,30k-50k,39,96,128664,Hero,1
middle-aged,Chennai,70k-90k,76,100,93777,Bajaj,0
young,Chennai,90k-110k,35,61,133326,Hero,1
middle-aged,Chennai,70k-90k,50,66,49192,KTM,0
young,Pune,70k-90k,68,118,117643,Mahindra,0
middle-aged,Delhi,90k-110k,52,74,137848,Yamaha,0
middle-aged,Pune,30k-50k,58,103,133080,Mahindra,0
old,Hyderabad,30k-50k,62,83,159188,KTM,0
middle-aged,Chennai,70k-90k,73,64,139028,Mahindra,0
young,Hyderabad,30k-50k,71,98,163415,Mahindra,1
old,Hyderabad,90k-110k,78,86,104390,Kawasaki,1
young,Pune,70k-90k,67,104,167791,Honda,0
old,Ahmedabad,50k-70k,73,98,138202,Mahindra,0
young,Ahmedabad,50k-70k,75,95,116204,Royal Enfield,0
old,Bangalore,50k-70k,35,116,63346,Hero,0
young,Mumbai,30k-50k,67,104,56879,KTM,0
young,Kolkata,50k-70k,76,65,95529,TVS,1
middle-aged,Ahmedabad,50k-70k,42,119,141551,Royal Enfield,1
old,Chennai,70k-90k,47,108,153349,Mahindra,0
old,Hyderabad,90k-110k,45,117,101609,Mahindra,0
middle-aged,Bangalore,70k-90k,54,77,168225,Honda,0
young,Pune,70k-90k,65,62,155316,TVS,0
young,Hyderabad,50k-70k,57,94,189439,Bajaj,1
old,Bangalore,70k-90k,59,64,70370,TVS,0
young,Mumbai,50k-70k,43,87,190935,Royal Enfield,1
old,Mumbai,30k-50k,69,100,140636,Hero,0
old,Kolkata,50k-70k,41,85,104071,Honda,1
young,Kolkata,90k-110k,68,61,131212,Kawasaki,0
young,Hyderabad,70k-90k,68,90,118723,Hero,1
young,Ahmedabad,90k-110k,70,110,68161,Kawasaki,0
middle-aged,Kolkata,90k-110k,35,102,110920,Suzuki,0
old,Delhi,70k-90k,62,112,166649,Kawasaki,1
young,Delhi,70k-90k,49,59,77785,TVS,1
middle-aged,Bangalore,70k-90k,58,89,158634,Bajaj,0
young,Pune,90k-110k,42,104,95455,Yamaha,0
old,Mumbai,30k-50k,71,83,141885,Royal Enfield,1
middle-aged,Chennai,90k-110k,53,58,62051,Royal Enfield,0
old,Ahmedabad,30k-50k,54,90,164198,Yamaha,1
young,Mumbai,50k-70k,53,126,83697,Yamaha,0
young,Delhi,70k-90k,74,103,61948,KTM,1
young,Bangalore,90k-110k,51,77,104091,Royal Enfield,1
middle-aged,Chennai,30k-50k,70,92,152154,TVS,0
middle-aged,Kolkata,30k-50k,36,124,156313,Yamaha,1
middle-aged,Kolkata,30k-50k,39,62,165187,Royal Enfield,0
middle-aged,Delhi,70k-90k,76,93,60766,Royal Enfield,0
young,Bangalore,30k-50k,78,80,185691,KTM,0
young,Hyderabad,70k-90k,55,120,86679,Yamaha,1
young,Pune,90k-110k,64,96,110540,Honda,0
middle-aged,Mumbai,30k-50k,38,68,69345,Mahindra,1
middle-aged,Delhi,30k-50k,58,70,78959,Royal Enfield,1
young,Pune,70k-90k,69,77,63510,Royal Enfield,1
young,Pune,70k-90k,67,69,107668,Kawasaki,1
middle-aged,Mumbai,90k-110k,55,113,97836,Royal Enfield,0
old,Chennai,70k-90k,41,53,73381,Hero,1
young,Mumbai,90k-110k,77,112,58691,Royal Enfield,1
young,Chennai,90k-110k,76,107,86678,TVS,1
young,Ahmedabad,30k-50k,73,108,162972,Kawasaki,1
middle-aged,Pune,50k-70k,38,60,90835,Honda,1
young,Bangalore,50k-70k,70,51,107753,Yamaha,1
young,Delhi,70k-90k,36,70,99856,Honda,1
young,Mumbai,70k-90k,49,50,55528,Honda,0
young,Bangalore,50k-70k,60,68,184824,Royal Enfield,1
young,Bangalore,90k-110k,61,122,185758,Honda,1
old,Mumbai,50k-70k,77,84,187710,Royal Enfield,0
old,Kolkata,90k-110k,40,102,89913,KTM,0
young,Pune,90k-110k,64,76,67039,Hero,1
young,Kolkata,70k-90k,53,102,111194,Royal Enfield,0
